title;rating;duration;startTime
Alpha Dog;6.9;122;1271
Paradise now - Journal d'une femme en crise;8.2;71;547
Folies passagÃ¨res, contes trash et sournois;7.7;71;1190
Beluga Speaking Across Time;5.8;52;1225
Satu Kecupan;3.9;87;468
Bundled;6.9;78;987
What I Want My Words to Do to You: Voices from Inside a Women's Maximum Security Prison;8.1;78;877
Armored;5.7;88;1268
Return to Me;6.9;115;235
Sharp as Marbles;3.7;84;914
Threads;7.1;92;1229
Cocaine Cowboys;7.8;118;1239
Fighter;7.2;91;333
Sum of Existence;6.1;86;129
Children of Men;7.9;109;1169
La petite JÃ©rusalem;6.5;96;1276
Love Bandits;5.8;92;869
Stay with Me Tonight;6.4;73;1015
It's All in a Nights Work;8.1;89;666
Under Suspicion;6.5;110;1029
The Baader Meinhof Complex;7.4;150;1243
The Collector;7.0;100;597
A Very Christmas Story;5.3;82;5
Blindsight;7.2;104;440
Take My Eyes;7.4;109;440
Magazine Gap Road;4.4;90;349
Gavin's Way;7.9;89;836
Les bÃ¢tisseurs;6.3;48;1258
Blackballed: The Bobby Dukes Story;6.4;91;1334
Crimson Gold;7.5;97;408
Visiting Shane;6.7;52;514
En territoire indien;4.6;97;434
Bangaram;4.7;178;63
Goodnight, Joseph Parker;7.6;81;871
Powder;3.8;90;947
Me, Myself & Irene;6.6;116;424
Merry-Go-Round;6.9;94;184
A golpes;4.6;113;344
Sheng hua te jing: Sang shi ren wu;5.1;89;774
The Sage Hunter;6.7;98;1168
The Tin Mine;8.1;111;1102
A Christmas Tail;5.8;91;1025
Avenge But One of My Two Eyes;7.7;100;834
By the Ways: A Journey with William Eggleston;7.0;87;1024
For the Title;8.8;90;900
Enclosed Pain;6.2;91;954
Film 101;7.3;90;648
The Lost Steps;7.1;93;438
Au-delÃ  de Gibraltar;6.4;105;832
Hungarian Beauty;3.6;112;1148
Holidays;8.6;52;905
Bling: A Planet Rock;6.8;87;335
Blackberry;5.4;91;1174
Protecting the King;4.6;94;721
Brother to Brother;7.1;94;370
Making Arrangements;6.9;105;877
El forastero;4.6;100;730
Home;5.2;91;1136
Vsyo, chto ty lyubish;4.4;97;912
The Dangerous Lives of Altar Boys;7.0;104;883
Geekin';7.3;99;1271
Showdown at Devil's Butte;7.8;85;1315
Tango Charlie;6.0;142;896
The Lord of the Rings: The Return of the King;8.9;201;1040
Free Radicals;6.2;120;117
Moulin Rouge!;7.6;127;668
Living in Missouri;7.8;90;1070
Tomorrow Morning;6.8;84;67
Jargo;6.0;90;575
West Side Avenue;7.5;315;227
Murderous Camouflage;7.7;84;811
Owner of the Story;6.5;84;896
Through the Looking Glass;5.2;82;358
The Bottled Fools;6.0;96;191
Sinterklaas en het geheim van de robijn;6.0;120;1121
Torapia;4.1;110;926
Mila;7.5;116;5
Alone with Her;6.0;78;826
Striptease Baby Dolls from Cleveland Meet the Unkillables;5.8;80;680
Pachito Rex: I'm Leaving But Not for Good;6.4;90;497
Divorce Attorney;5.0;112;42
The Keys;7.4;90;203
Irreversi;4.2;87;1067
Texas - Kabul;7.2;93;258
Les moutons de Jacob;6.0;76;984
The Confidence Man;5.5;94;1299
Once Upon a Time in the Battlefield;5.7;104;154
Deham;4.3;120;1273
Coup de sang;5.5;84;814
Olive Juice;4.3;88;149
There Is a Secret in My Soup;4.3;84;503
Girl in 3D;3.8;93;676
The Civilization of Maxwell Bright;6.4;107;620
Tainos;5.2;117;942
A Time to Gather Stones;6.4;110;301
Detector;6.5;104;1069
Elle critique tout;4.5;70;265
Nine Lives;5.2;74;125
Orange County;6.2;82;1208
Punch;5.7;90;147
El sÃ­ndrome de Svensson;4.2;90;160
Uchuujin from Outer Space;5.2;165;846
La lune viendra d'elle-mÃªme;6.9;80;417
Svyaz;5.6;80;1245
Mother's Day Massacre;3.1;77;47
The Boles Murders;8.9;88;32
Negotiator: Mashita Masayoshi;6.0;127;30
Veer Savarkar;7.0;165;752
Morlang;6.3;94;1065
The Shaman's Apprentice;7.2;54;636
Final Draft;7.2;97;1022
Fragmentos urbanos;6.2;110;297
Â¿SabÃ©s nadar?;5.9;89;698
Rebellion of Thought;6.3;75;1026
Rumble;7.2;55;1208
Go Heat Man!;5.8;108;1156
Just Buried;6.1;94;82
SÃ©vignÃ©;6.9;82;609
Shocking Truth;3.1;60;72
The End of Endless;7.2;92;442
Pride;6.1;109;1062
BÃ©jart Into the Light;7.2;92;281
What You Never Knew;6.4;110;374
Desde que amanece apetece;4.1;115;1313
J'ai tuÃ© ClÃ©mence AcÃ©ra;5.7;95;50
Testigos ocultos;5.2;95;493
Nine Good Teeth;7.6;75;591
The Harem of Madame Osmane;6.3;100;514
Nazareth 2000;6.0;55;231
Baby;6.8;105;547
Spook;7.4;88;1024
Perfect Pie;5.8;92;241
Film School Confidential;6.1;82;1049
Deep Six;6.9;80;832
Kommt alles anders;6.8;63;729
@Festivbercine.ron;7.0;95;928
Shunyo Ã‰ Bukey;7.1;120;288
Fourplay;4.9;87;1083
Save Me;5.7;100;1304
Goodbye Bafana;7.1;118;22
Thieves;6.0;101;87
Dough Boys;4.9;90;788
Mrugaraaju;4.4;147;562
Hell's Highway: The True Story of Highway Safety Films;6.9;91;250
Volcanoes of the Deep Sea;7.0;47;462
Blind Spot;5.6;88;341
Abgefahren;4.5;86;681
Marsinah;7.3;115;214
Garage: A Rock Saga;6.4;86;479
Vita Smeralda;2.4;93;929
Alter Egos;7.6;52;621
La fine del mare;6.6;107;864
Casting;7.7;52;923
Zen and Zero;7.5;61;625
First and Last Love;5.8;118;989
Ushi Says: Hi!;7.3;81;183
Miles Ahead;6.4;100;278
The Right Way;6.4;77;742
Jesus Christ Vampire Hunter;5.0;85;383
Take Out;6.9;87;1010
The Guardian Spirit of the House;7.7;154;899
Shirley Pimple in the John Wayne Temple of Doom;1.9;90;1063
CinÃ©ma VÃ©ritÃ©: Defining the Moment;6.6;193;249
Harold & Kumar Escape from Guantanamo Bay;6.6;114;984
Porno;6.2;86;564
Water Drops on Burning Rocks;6.8;82;897
Andrew Jenks, Room 335;7.8;90;3
Irish Jam;5.2;94;48
Universal Groove;6.1;74;1051
Stormy Weather;5.9;87;467
Me and My Umbrella;5.9;78;213
The Pact;8.3;84;496
Warrior Angels;4.1;92;827
Welcome to the Neighborhood;6.8;89;1318
Idiot Love;5.1;104;724
The Neighbor No. Thirteen;6.4;115;328
American Widow;7.7;305;201
Don't Tell Papa;5.7;102;641
The Broken Hearts Club: A Romantic Comedy;6.9;94;725
Tanyaradzwa;7.2;70;124
Kuch Naa Kaho;5.4;169;679
Land of the Blind;6.5;110;202
Ghetto;6.8;110;1322
Modigliani;7.4;128;771
Flower & Snake II;5.6;118;594
Romance do Vaqueiro Voador;4.6;71;995
Red Lightning;8.0;115;638
Sirens in the Aegean;5.6;115;15
Destricted;4.5;116;1058
This Is Not a Love Story;5.6;81;861
Air Guitar Nation;7.1;81;1287
Triloquist;3.9;80;543
The Gristle;5.6;93;1011
La mina;4.0;90;855
Doing Time;6.9;93;834
It's About Time;8.5;55;666
The Legend of Leigh Bowery;7.5;83;316
Prison of the Psychotic Damned: Terminal Remix;1.9;100;638
Locked Out;6.2;90;684
The Edge of the World;6.8;90;774
Durval Records;7.0;96;1099
Camille;6.0;94;1104
The Waking;2.1;97;109
XxxHOLiC the Movie: A Midsummer Night's Dream;7.1;60;1057
Walang kapalit;7.7;105;1333
Slacker Uprising;5.1;102;76
Straight Into Darkness;5.0;95;448
Remote Access;6.2;85;275
Interview;5.9;107;1161
Fat Slags;2.5;75;73
The Last Adam;5.9;104;493
The Bloodletting;2.1;87;662
Plan B;4.5;98;844
Waiting for Harvey: A Beginner's Guide to Cannes;8.2;60;425
Pudhu Pettai;8.5;168;25
No More School;6.4;99;958
La bostella;5.9;95;615
Making the Modern;8.3;60;956
Paradox Lake;6.2;85;1018
The Enigma with a Stigma;5.8;95;696
Downtown: A Street Tale;5.8;103;1069
Calling Hedy Lamarr;6.7;71;500
Trust the Man;5.7;103;789
Naranjo en flor;5.1;93;249
Bollywood Queen;4.7;89;720
The Deepening;4.4;90;610
You're Sexy When You're Sad;6.9;112;455
Long Gone;8.5;90;1212
Friday Night;6.7;90;584
Karim Patwa's Spaceship;6.8;60;1041
Turning the Corner;7.7;97;330
Come Undone;6.7;98;1301
Nebraska Supersonic;7.9;75;370
On Probation;7.6;112;7
SOS: The Bunnyguards on Board;4.3;97;870
Orient Express;6.2;115;934
Spirits;5.4;120;642
To Be and to Have;7.8;104;1225
Night Bus;6.8;105;420
Bhopal: A Prayer for Rain;7.2;96;705
Kizu (les fantÃ´mes de l'unitÃ© 731);6.7;52;609
The Art of Dying;5.1;102;1317
Controlled Chaos;7.4;92;189
Turkish Tales;2.6;94;286
Healing Hearts;6.2;107;738
Someone Beside You;7.5;90;178
A Bibo Reader;8.3;69;782
Traces of Love;6.7;108;293
Rosenstrasse;6.7;136;356
Anna's Eve;3.7;93;588
Letters in the Wind;8.1;90;249
Catching the Chameleon;8.8;47;1014
The Rhythm of My Soul: Kentucky Roots Music;7.1;57;355
30 Years to Life;6.0;110;705
La soledad;6.0;90;1321
Fugitives Run;3.1;83;1344
Jackboots on Whitehall;5.3;91;1227
God Is on Their Side;7.9;96;930
Mask Under Mask;5.2;97;234
Sex with Love;6.2;108;633
Season of Youth;6.3;91;1287
The Name of This Film Is Dogme95;6.8;50;561
A New Tomorrow;6.3;79;387
While Supplies Last;6.6;120;442
King of the Farm;4.5;95;449
By the People;7.6;86;1041
Hohokam;7.3;73;1281
Guns & Talks;6.9;120;1235
Miles Electric: A Different Kind of Blue;7.9;87;859
Lung do kei yuen;4.9;85;74
Melody's Her 2nd Name;5.8;95;857
Human Touch;5.6;102;163
Miss Montigny;6.3;100;287
Unrequited Love;3.7;77;178
Dark Woods;3.5;75;751
QuinceaÃ±era;6.9;90;467
Forgotten Stars: The Jerry and Delbert Story;6.3;50;43
5up 2down;5.3;95;207
Noise;5.5;84;1014
Bless the Child;5.1;107;53
I Know I'm Not Alone;7.9;95;881
13 DÃ­as antes de vivir;4.8;90;1232
El bonaerense;6.8;105;1265
In the Jail Now;5.6;125;637
Svend Ã…ge Madsen - at fortÃ¦lle menneskene;5.4;56;228
Dog Nail Clipper;6.7;105;1225
Patu;3.5;59;730
Jazz in the Diamond District;5.6;79;1101
Red Without Blue;6.7;74;861
Odette Toulemonde;6.3;100;129
Khakee;7.4;174;1186
Stolen Holidays;6.5;90;590
Battle for Life;7.5;88;1171
A Drowning Man;6.0;82;1137
Wonder Boys;7.2;107;941
A Killer Within;5.0;110;517
Sei come sei;7.0;97;182
The Zombie Diaries;4.0;85;549
Acme & Co.;6.3;92;96
Profil;8.3;52;254
Crossfire;6.2;115;1247
Fish and Elephant;5.0;106;842
The Amazing Floydini;7.2;102;291
Little Chicago;7.4;90;438
Confessions of a Gambler;6.9;88;832
French for Beginners;6.1;98;760
Inheritance;7.5;75;1217
A los cuatro vientos;7.7;90;1251
Brothers... On Holy Ground;7.2;54;1330
Mot Moskva;5.5;84;243
Escaping Otis;6.6;84;309
Sorority Boys;5.5;93;942
O Fim e o PrincÃ­pio;7.7;110;1146
Cuore scatenato;7.4;80;1173
Milk and Opium;7.1;83;1190
Se devo essere sincera;5.8;107;247
This Was Solitude;5.5;90;1178
The Beast of Bray Road;4.1;80;1252
Cattolica;7.2;84;45
La strada di Levi;6.4;92;472
Lessons for an Assassin;3.8;84;1013
Alaska.de;6.5;89;580
The Land of College Prophets;3.3;83;489
Pixie Panic;4.4;85;334
The Hidden;6.0;125;1203
Clubhouse Detectives in Big Trouble;6.1;79;971
Kilichundan Mampazham;5.8;154;1218
Roll Bounce;6.1;112;839
The Astronaut Farmer;6.3;104;499
Nightsongs;6.3;95;913
Get a Life;6.6;115;109
Up for Grabs;7.4;90;1292
American Yearbook;4.7;90;887
MajestÃ¤t brauchen Sonne;6.7;105;849
Nina's Tragedies;7.0;106;954
Men at Work;6.4;75;1347
Poltergay;5.4;93;1275
Ghost of the Needle;4.5;86;951
Porn Theatre;6.1;90;60
Isolation;5.6;95;1025
The Janitor;5.6;93;1218
Sye;7.4;167;115
Kakuto;6.8;108;711
The Lovers of Marona;5.7;107;1311
SistaGod;6.9;72;352
Harmful Insect;7.0;92;141
Coastlines;5.8;110;807
Cold Winter Sun;6.4;104;508
Kisses for Everyone;5.9;101;134
Sea Without Exit;6.3;121;837
Los Angeles Plays Itself;8.0;169;696
Purpose;5.4;96;1242
Los esclavos felices (la secta);6.3;96;276
Forest;6.6;88;1077
Kit Kittredge: An American Girl;6.5;101;251
Aislados;6.5;80;830
Clubhouse Detectives in Search of a Lost Princess;6.7;77;1169
No Witness;3.4;95;1070
Exorcism;1.8;98;3
The Lost Face;6.1;58;534
Cherm;7.1;100;743
The Story of O: Untold Pleasures;4.8;98;1262
Udayon;4.3;180;646
Dhool;7.1;180;659
Forgiving Dr. Mengele;7.0;82;678
Ponterosa;2.9;105;785
Chinaman's Chance: America's Other Slaves;5.6;90;114
Shevernatze un Ã¡ngel corrupto;6.7;80;192
The Devil Knows Why;5.8;98;769
What Lies Beneath;6.6;130;1265
World War Z;7.0;116;652
Duplo Exilio;6.0;101;106
The Alamo;6.0;137;203
Divine Intervention;4.0;100;366
Small Town;5.3;99;726
When Two Won't Do;7.4;57;779
Crazy Lips;5.6;85;777
Inochi;6.8;111;1084
Driving Miss Wealthy;6.1;103;100
Garcea si oltenii;6.0;90;784
La Ãºltima huella;8.7;70;1167
Dorm Daze;4.7;96;213
Sometimes a Hero;5.1;91;157
An American History: Resettlement of Japanese Americans in Greater Cleveland;8.8;53;854
Hip, Edgy, Sexy, Cool;5.9;86;592
The Stonecutter;8.3;95;62
Watchmen;7.6;162;598
Internet Love;3.1;110;786
The Deep Red;6.6;117;957
Soldiers in the Army of God;6.9;70;469
Saan nagtatago si happiness?;7.3;83;263
El Benny;7.5;132;162
The Man Who Knew Bush;4.3;75;478
Sakai-ke no shiawase;5.4;102;939
My Dead Girlfriend;2.3;73;469
Harvest of Redemption;7.8;95;837
Nappily Ever After;6.4;98;429
Girl's Friends 14 Sai Kamlang Maw;7.4;100;21
Angels & Demons;6.7;138;1243
Tangled;5.6;86;414
Piter FM;7.0;85;838
Juggernaut;6.8;50;719
The Concrete Revolution;6.8;62;1232
Container;5.1;72;1083
Chasing Ghosts;5.4;119;9
Barbecue-Pejo;7.0;86;427
Sentiment;6.9;76;187
Liberty: 3 Stories About Life & Death;6.6;70;608
Ã€ force de rÃªves;7.7;83;1134
Grindhouse;7.5;191;573
Sex and Guilt;7.7;82;339
MarÃ­a Escobar;7.3;90;1069
Mano po 2: My home;6.1;134;1305
Stick It;6.4;103;133
Derailed;6.6;108;1166
What America Needs: From Sea to Shining Sea;8.2;93;156
Love Stars;4.5;91;31
Pretty Cool Too;3.4;89;1084
Startup.com;7.0;107;821
Chandramukhi;7.1;166;975
Honeybee;3.3;90;974
Fat Albert;4.3;93;485
Xiao Li fei dao zi Fei dao wai chuan;4.2;84;100
Trains of Winnipeg: 14 Film Poems;6.1;89;495
Campo minado, nadie vuelve intacto;5.1;75;1296
Mnogotochie;6.5;104;258
Flirting with Flamenco;5.7;100;1088
A Girl, Three Guys, and a Gun;4.8;85;26
Whisper;5.7;94;716
Shelter Island;4.0;82;692
Uh Oh!;5.2;93;488
Raspberry & Lavender;6.4;95;568
Sofabed;6.0;90;1119
Killer Housewives;4.9;105;207
Namibia Crossings;6.5;92;457
El cumple;6.6;80;1093
May;6.9;110;1199
Blue Hill Avenue;6.4;128;417
October Moon 2: November Son;4.3;103;1321
The Boy Who Wanted to Be a Bear;6.8;75;173
Jurm;5.5;150;126
The Bubble;7.3;117;640
Under the Tuscan Sun;6.8;113;692
Eyes of a Beauty;7.1;125;1249
Har Dil Jo Pyar Karega...;5.2;173;983
Infernal Affairs;8.0;101;1117
Eragon;5.1;104;972
A Matador's Mistress;5.8;92;81
Tadpole;6.1;78;1218
Once You're Born You Can No Longer Hide;6.6;115;933
Thamizhan;5.2;162;1216
Only the Brave;5.3;99;1186
Dream;5.2;108;764
Machete;6.8;90;1204
The Orphanage;7.4;105;943
A Bullet in the Arse;8.3;90;302
Bashmachnik;5.6;100;301
Afghanen flirten nicht;7.4;75;995
Life's Decisions;6.4;102;856
Pehchaan: The Face of Truth;5.7;173;924
Daddy's Little Girls;5.8;100;504
Spanish Fiesta;6.3;67;1269
ProtÃ©gÃ© de la Rose Noire;4.8;91;588
Jhankaar Beats;7.2;143;160
On dirait le sud;6.1;71;16
Beyond Re-Animator;5.8;96;521
A Perfect Couple;6.7;104;911
Panic in Motion;6.6;86;358
Le pacte du silence;5.7;95;1024
SideFX;2.9;85;556
Freedom to Serve;6.9;66;352
Kasibulan;7.8;106;110
Ramona and Beezus;6.5;104;76
A Conversation with an Alien;3.9;90;1102
Addo: The King of the Beasts;8.3;77;438
LegiÃ³n - Tribus urbanas motorizadas;7.2;61;452
Alex l'ariete;1.8;122;0
Cold Light;6.6;90;1258
Emmenez-moi;6.4;98;623
Patriot Act: A Jeffrey Ross Home Movie;7.0;76;170
Shadows;6.9;129;317
Free Rainer;6.7;130;263
Are We There Yet?;4.7;95;1091
Benji: Off the Leash!;5.0;97;603
Milan Hlavsa a Plastic People of the Universe;7.2;74;1186
Sobre el arco iris;7.4;90;238
The Prince's Manuscript;6.6;106;110
Godavari;7.8;160;1205
Hoodoo for Voodoo;5.0;79;734
Camellia Project: Three Queer Stories at Bogil Island;5.4;90;1269
Chaos;5.6;124;824
Fighting Tommy Riley;6.5;109;155
Instant Dads;7.8;70;1065
The Golden Legacy;5.0;112;1282
Matrubhoomi: A Nation Without Women;7.7;99;469
Expiration;6.5;102;49
Max Minsky and Me;6.6;94;1042
Puccini for Beginners;6.0;82;1216
A Slit-Mouthed Woman;5.5;90;1316
CÃ´te d'Azur;6.6;96;348
On Hostile Ground;6.7;71;796
Dark Country;5.3;88;499
Der Prinz aus Wanne-Eickel;2.1;84;1327
Bitter Dream;7.3;88;405
David Hockney: The Colors of Music;8.7;52;455
Indian Cowboy;5.4;84;140
S dnem rozhdeniya, Lola!;6.3;81;1327
American Pastime;6.6;105;250
Ang huling birhen sa lupa;5.0;99;441
Dirigido por...;6.7;98;226
Rupan sansei;5.6;133;953
God's Army;6.4;108;939
Paranoid;4.0;93;65
Word and Utopia;6.6;130;1031
El elefante blanco;7.0;52;1182
Burning Mussolini;6.4;85;315
El misterio del Trinidad;6.0;92;545
Wimbledon;6.3;98;639
Raghu Romeo;6.9;100;438
I'm Alive Because I Sing;7.8;57;1100
Lady Joker;6.3;121;865
GÃ¶ta kanal 2 - Kanalkampen;3.2;94;738
Aoeo;7.1;50;273
Shutter;5.3;85;811
Thekkekara Super Fast;3.1;115;684
Wild Romance;6.6;103;1012
Magic Eye;7.2;93;306
Secrets of Fenville;6.6;115;457
Drift;6.2;89;1047
Converging with Angels;7.1;158;234
Unruled Paper;6.8;110;1083
Octane;4.2;112;893
Night Feeders;4.7;83;374
Men of the Deeps;8.5;52;599
The Surfer King;3.7;95;1146
Blind Dating;6.1;99;771
Elite Squad;8.0;115;786
High K;4.5;86;556
The Video Diary of Ricardo Lopez;7.7;70;1042
Bad Blood;5.5;107;1178
Conscience and the Constitution;7.5;57;21
L'accord;6.3;93;1160
Eclipse;6.9;86;234
El despojo;6.4;73;227
Cuttin Da Mustard;5.8;98;428
The Price of Air;1.8;88;618
Dreamland;7.2;71;835
All Blossoms Again: Pedro Costa, Director;6.7;78;634
Freez'er;4.9;83;901
Trollywood;8.7;82;88
Mixing Karma;5.7;87;699
Resistance: Untold Stories of Jewish Partisans;7.7;55;310
CachÃ©;7.3;117;1141
Lyubov i drugie koshmary;5.4;97;362
Strange Wilderness;5.3;87;704
A Simple Midwest Story;7.9;91;357
One Bright Shining Moment;7.5;123;1291
Jee Aayan Nu;6.3;187;29
Saving Marriage;6.4;90;476
Qui de nous deux;6.4;95;363
Land of Truth, Love & Freedom;6.5;72;1334
The SpongeBob SquarePants Movie;7.1;87;1233
Soldier of God;4.5;94;655
Those Were the Days...;6.4;103;692
Zaman: The Man from the Reeds;6.7;77;689
Digital Sex;3.7;93;943
Pinay Pie;6.5;110;1242
Street Wok'n;3.8;70;1146
The Keeper;4.7;95;724
One Leg Kicking;4.3;90;257
On the Ropes;5.8;93;1009
Toy Love;5.9;88;22
The Pride of Broken Arrow;9.0;74;662
Quand j'Ã©tais chanteur;6.4;112;349
Anemonis;6.7;72;446
Walk Backwards;6.7;88;1124
The Twins Effect;5.5;107;258
*Corpus Callosum;6.8;92;15
Alyosha Popovich and Tugarin Zmey;7.2;76;468
Forgive Me Father;5.4;138;381
Children;6.6;85;388
Jack & Diane;4.4;110;116
Kottentail;3.7;77;781
Karma, Confessions and Holi;3.0;110;790
Schrott - Die Atzenposse;4.4;91;500
5th World;6.4;75;306
Le RIN;7.9;78;1124
Knockout;5.3;110;1092
Horror;3.6;77;1287
Brideshead Revisited;6.7;134;415
Humraaz;6.4;173;478
Impunity;7.6;83;644
Sidra;6.8;78;1068
LadrÃ³n que roba a ladrÃ³n;6.8;98;239
Everything Is Everything;7.1;87;4
The Fifth Patient;5.0;95;783
Tempo de ResistÃªncia;7.9;110;339
Ram Gopal Varma Ki Aag;1.7;171;582
The Art of Travel;6.4;100;1068
The Song of Spirits;6.1;95;113
The Hollywood Sign;5.3;90;246
She's Out of My League;6.4;104;961
Your Life for PerÃ³n;5.9;87;591
Modern Man;6.1;61;836
Monica y el profesor;6.8;110;1156
Hate Crime;6.3;104;970
About Schmidt;7.1;125;803
Lakefront;5.0;83;1131
Koma;6.0;88;992
Dead Doll;4.1;78;798
Miracle in Cracow;4.5;95;6
Everything Is Illuminated;7.4;106;423
Almost Normal;5.4;90;958
Rag Tag;5.7;98;970
Scenes of a Sexual Nature;6.0;91;151
Suck My Dick;4.2;82;385
The Namesake;7.5;122;1200
Children of Love;6.5;90;258
Batas ng lansangan;6.9;102;1290
Word Wars;6.9;80;749
Pride and Glory;6.6;130;115
Man with the Screaming Brain;5.6;90;559
Percy Jackson & the Olympians: The Lightning Thief;5.9;118;935
Tangled;7.7;100;432
Welcome;6.9;159;1016
Last of the Mississippi Jukes;7.1;86;477
Crossing Over;6.7;113;458
Palnati Brahmanayudu;2.6;180;47
Foreign Stuff;7.2;45;415
Virginity Sucks;2.1;96;687
A Model Employee;4.3;89;202
Ringeraja;6.5;99;632
Four Minutes;7.3;112;654
Capone's Boys;5.4;120;928
Lying Beside You;8.0;105;668
Estranei alla massa;7.4;90;182
Forbidden;5.5;84;453
Bill Douglas: Intent on Getting the Image;7.0;64;1113
Wild Side;6.4;93;1226
A Fine State This Is;8.8;55;981
Conakry Kas;5.7;82;895
The Man Who Bought Mustique;7.2;78;1260
De fÃ»ke;6.8;90;12
House of the Dead;2.0;90;215
The Fall;7.9;117;978
Playing Clandestine;5.9;88;1038
Avec ou sans toi;6.2;90;491
The Dream-Quest of Unknown Kadath;5.8;100;88
Ã€ vot' bon coeur;6.3;95;1279
Zakochani;5.0;104;888
We Sold Our Souls for Rock 'n Roll;7.2;90;272
Terminal Island;3.9;82;1027
Lucy;6.6;93;347
Running in High Heels;7.2;110;3
Mission to Matrimony;5.4;78;1115
Heart of an Empire;8.8;113;1015
Air: The Motion Picture;6.9;91;508
Souvenir of Canada;7.0;70;609
Dreamer;7.1;98;357
Pusca Bistra;6.4;74;1085
Her Summer;6.1;80;1178
Forget Everything I've Told You;6.9;108;67
Mrs.;6.0;95;1278
Duma;7.2;100;254
South West 9;6.0;90;739
Budakeszi srÃ¡cok;5.8;105;812
Severance;6.5;96;602
(Past Present Future) Imperfect;7.9;94;1053
In My Sleep;5.5;104;810
The Great Warming;6.5;85;51
Titik Hitam;4.7;115;1255
February;6.9;108;972
LolliLove;6.2;64;1315
Bruiser;5.3;99;488
Mina & the Family Treasure;3.6;87;39
September Steps;6.5;82;1100
What Your Eyes Don't See;6.0;90;153
Lifetime Guarantee: Phranc's Adventure in Plastic;7.5;58;641
Sixes and the One Eyed King;7.8;98;1287
Cain and Abel;5.6;91;1327
Rio de Jano;7.3;73;69
Big Momma's House;5.2;99;586
Some Things That Stay;6.2;96;329
Detained;8.6;75;857
Holla;3.4;86;105
Suite FranÃ§aise;7.0;107;479
El tren de la memoria;7.3;85;584
Tatarin;6.0;101;427
The Woods Have Eyes;3.6;90;997
Der Dolch des Batu Khan;7.0;89;364
Yat nguk taam chin yan;5.4;100;272
Sibelius;5.2;120;609
Acquaria;3.2;103;1060
Drowning Fish;6.3;101;290
Man Watching Video;6.6;100;341
Clejani;7.9;52;271
L'Art (dÃ©licat) de la sÃ©duction;4.6;95;1294
The Remake;4.3;80;1002
The Intruder;6.8;130;927
The Foreign Eye;6.8;70;1084
Bus 174;7.8;150;796
Louder Than Bombs;6.7;87;1170
CÃ¡mara oscura;4.3;106;1198
Riding Giants;7.9;105;980
The Other Final;7.8;78;1140
Jandek on Corwood;7.1;88;326
La central;2.6;90;1102
Sex and Death 101;6.0;117;1206
Me;6.5;100;591
The Discovery of Heaven;6.7;150;1248
Rock & Roll Superhero;6.9;89;395
Gostanza da Libbiano;7.0;93;873
In the Weeds;6.0;91;1241
Jeepers Creepers;6.2;90;392
TMNT;6.2;87;775
Rocket Brothers;7.3;87;455
I Love Miami;5.1;95;122
Westender;4.3;105;405
L'ennemi naturel;5.3;97;1194
Bob Kennedy, the Man Who Wanted to Change America;8.1;52;1222
The Whole Nine Yards;6.7;98;1296
The Princess and the Pea;6.3;75;1194
AndrÃ© Valente;6.9;75;664
A Garden in the Sky;7.6;71;537
Shadow of the Eagle;3.1;113;1083
Delta;6.3;92;1007
Mohou-han;5.1;124;953
Tekkonkinkreet;7.6;111;18
Warum Ulli sich am Weihnachtsabend umbringen wollte;8.6;104;116
Ordinary Bolshevism;4.2;76;1138
Procol Harum: Live at the Union Chapel;7.3;139;914
Richard III;6.9;54;869
Stealing the Fire;6.3;97;424
Rush Hour 3;6.2;91;970
Naughty Boys;4.4;80;1288
Dark Legacy;5.5;45;1073
HÃ©ctor;6.8;107;88
Highlander: Endgame;4.7;87;93
Alice Neel;6.9;81;473
Babas bilar;4.7;90;518
Raw Deal: A Question of Consent;7.3;90;1045
Solomon Enev;8.8;89;938
With Great Joy;7.1;90;857
The Christies;7.0;78;569
Joy;6.8;90;1055
Carambola;6.3;85;480
Swirl;5.5;85;796
Red Betsy;7.0;98;671
YPF;6.2;87;681
Vampire Clan;4.2;87;1116
In the Shadow of the Moon;8.0;100;1195
The Key;5.5;115;237
You're the One;7.0;111;148
QuerenÃ§a;7.2;90;530
Do It for Uncle Manny;5.0;95;1188
Inside Out;5.4;90;394
Ex-Con;8.2;97;615
True Legends of the West;7.3;90;641
True True Lie;4.6;90;791
Stereoblood;4.7;96;983
Crude;5.8;88;807
Farewell;7.0;113;1174
Maximum Velocity;3.2;93;1342
The Tear of the Cold;7.1;96;1159
Just My Luck;5.4;108;695
Oh! Happy Day;5.4;103;266
Sorum;5.8;109;201
Death Plots;3.9;97;640
Silent Storm;8.2;90;609
Kiss Kis Ko;4.8;119;393
Triggermen;5.9;96;114
Naked August;6.7;94;63
Her Island, My Island;5.0;112;160
Wake Up, Arezu!;7.0;90;754
A Perfect Match;5.8;101;837
Sterling: The Secret of the Lost Medallion;5.8;85;68
Love Inventory;7.9;90;1273
Jurassic Park III;5.9;92;291
Thicker Than Water;7.4;90;202
Murder by Numbers;5.9;51;477
Swimmers;6.3;90;526
The Derby Stallion;5.5;99;431
My First Miracle;7.0;90;1117
WMD: Weapons of Mass Deception;7.7;98;699
Shiva for My Mother;7.8;56;1164
Unidentified;3.5;85;567
Cuba libre;4.3;86;827
P.I.N.S.;5.6;63;650
